id_usuario,nome_completo,username,password,role
959,Caleb Sampaio,caleb.sampaio5,aluno,Aluno
960,Agatha Lopes,agatha.lopes34,aluno,Aluno
961,Juan Campos,juan.campos78,aluno,Aluno
962,Pietro Borges,pietro.borges40,aluno,Aluno
963,Davi Lucas Castro,davi.castro22,aluno,Aluno
964,Heitor Silva,heitor.silva58,aluno,Aluno
965,Nicole da Luz,nicole.luz12,aluno,Aluno
966,Luiz Otávio da Paz,luiz.paz44,aluno,Aluno
967,Lucas Vieira,lucas.vieira88,aluno,Aluno
968,Dra. Maria Vitória Aragão,dra..aragão42,aluno,Aluno
969,Josué Sales,josué.sales79,aluno,Aluno
970,Maria Flor Vasconcelos,maria.vasconcelos53,aluno,Aluno
971,Isaac Cunha,isaac.cunha44,aluno,Aluno
972,Caleb Souza,caleb.souza67,aluno,Aluno
973,Augusto Campos,augusto.campos47,aluno,Aluno
974,João Guerra,joão.guerra96,aluno,Aluno
975,Leonardo Mendes,leonardo.mendes30,aluno,Aluno
976,Isabel da Mota,isabel.mota56,aluno,Aluno
977,Henry Gabriel Caldeira,henry.caldeira70,aluno,Aluno
978,Sr. Ravi Lucca Pereira,sr..pereira2,aluno,Aluno
979,Eloah Pinto,eloah.pinto69,aluno,Aluno
980,Sra. Maria Liz Jesus,sra..jesus47,aluno,Aluno
981,Luiz Henrique Montenegro,luiz.montenegro1,aluno,Aluno
982,Ana Sophia Fonseca,ana.fonseca75,aluno,Aluno
983,João Siqueira,joão.siqueira72,aluno,Aluno
984,Maria Sophia das Neves,maria.neves43,aluno,Aluno
985,Nathan Sampaio,nathan.sampaio40,aluno,Aluno
986,Pietra Gonçalves,pietra.gonçalves32,aluno,Aluno
987,Sra. Bella Cavalcanti,sra..cavalcanti51,aluno,Aluno
988,Carolina Pacheco,carolina.pacheco40,aluno,Aluno
989,Davi Lucca Albuquerque,davi.albuquerque25,aluno,Aluno
990,Otávio Pinto,otávio.pinto95,aluno,Aluno
991,Bento Melo,bento.melo55,aluno,Aluno
992,Ana Clara Siqueira,ana.siqueira33,aluno,Aluno
993,Eloá Viana,eloá.viana78,aluno,Aluno
994,Ravi Lucca Cunha,ravi.cunha58,aluno,Aluno
995,Dra. Stephany Casa Grande,dra..grande25,aluno,Aluno
996,Dr. Pietro Melo,dr..melo64,aluno,Aluno
997,Caio Lopes,caio.lopes58,aluno,Aluno
998,Srta. Maria Nascimento,srta..nascimento11,aluno,Aluno
999,Giovanna Farias,giovanna.farias72,aluno,Aluno
1000,Ester Silveira,ester.silveira89,aluno,Aluno
1001,Henry Gomes,henry.gomes99,aluno,Aluno
1002,Rodrigo Sampaio,rodrigo.sampaio20,aluno,Aluno
1003,Luana da Paz,luana.paz93,aluno,Aluno
1004,Gabrielly Gonçalves,gabrielly.gonçalves30,aluno,Aluno
1005,Sr. Luan Sampaio,sr..sampaio89,aluno,Aluno
1006,Alexia Rios,alexia.rios96,aluno,Aluno
1007,Thomas Brito,thomas.brito77,aluno,Aluno
1008,Isadora Pereira,isadora.pereira66,aluno,Aluno
1009,Josué Pacheco,josué.pacheco75,aluno,Aluno
1010,Yan Nunes,yan.nunes79,aluno,Aluno
1011,João Guilherme da Rosa,joão.rosa19,aluno,Aluno
1012,Gael Henrique Pacheco,gael.pacheco79,aluno,Aluno
1013,Dra. Maria Liz Macedo,dra..macedo28,aluno,Aluno
1014,Carlos Eduardo Dias,carlos.dias51,aluno,Aluno
1015,Lorenzo Silva,lorenzo.silva4,aluno,Aluno
1016,Juan Cavalcante,juan.cavalcante10,aluno,Aluno
1017,Allana Oliveira,allana.oliveira41,aluno,Aluno
1018,Pietra Macedo,pietra.macedo99,aluno,Aluno
1019,Gael Henrique Teixeira,gael.teixeira51,aluno,Aluno
1020,Vinicius Alves,vinicius.alves54,aluno,Aluno
1021,Lucas Gabriel Moraes,lucas.moraes89,aluno,Aluno
1022,Leandro Alves,leandro.alves40,aluno,Aluno
1023,Theodoro Almeida,theodoro.almeida29,aluno,Aluno
1024,Emanuelly Cavalcanti,emanuelly.cavalcanti2,aluno,Aluno
1025,Sophia Azevedo,sophia.azevedo22,aluno,Aluno
1026,Valentim Ribeiro,valentim.ribeiro52,aluno,Aluno
1027,Maria Alice Vasconcelos,maria.vasconcelos59,aluno,Aluno
1028,João Pedro Oliveira,joão.oliveira39,aluno,Aluno
1029,Vitória Siqueira,vitória.siqueira65,aluno,Aluno
1030,Vinícius Oliveira,vinícius.oliveira62,aluno,Aluno
1031,Cecília Pinto,cecília.pinto45,aluno,Aluno
1032,Dom Brito,dom.brito94,aluno,Aluno
1033,Gael Henrique Camargo,gael.camargo71,aluno,Aluno
1034,Theo Camargo,theo.camargo9,aluno,Aluno
1035,Ísis Ribeiro,ísis.ribeiro14,aluno,Aluno
1036,Liz Barros,liz.barros15,aluno,Aluno
1037,Isaque Vargas,isaque.vargas87,aluno,Aluno
1038,Dr. Benício Pacheco,dr..pacheco68,aluno,Aluno
1039,Sra. Eduarda Silveira,sra..silveira32,aluno,Aluno
1040,Olivia Vargas,olivia.vargas3,aluno,Aluno
1041,Jade Albuquerque,jade.albuquerque89,aluno,Aluno
1042,Lunna Correia,lunna.correia89,aluno,Aluno
1043,Manuela Sá,manuela.sá15,aluno,Aluno
1044,Davi Lucas Rezende,davi.rezende11,aluno,Aluno
1045,Luiza Cavalcante,luiza.cavalcante12,aluno,Aluno
1046,Ana Cecília Souza,ana.souza7,aluno,Aluno
1047,Sr. Pedro Miguel Montenegro,sr..montenegro87,aluno,Aluno
1048,Melissa Pacheco,melissa.pacheco99,aluno,Aluno
1049,Vitor Hugo da Costa,vitor.costa53,aluno,Aluno
1050,Aurora Sousa,aurora.sousa44,aluno,Aluno
1051,Caio Montenegro,caio.montenegro69,aluno,Aluno
1052,Ana Laura Santos,ana.santos15,aluno,Aluno
1053,Gabrielly Cavalcante,gabrielly.cavalcante61,aluno,Aluno
1054,Ana Vitória Pinto,ana.pinto44,aluno,Aluno
1055,Pietra Casa Grande,pietra.grande79,aluno,Aluno
1056,João Miguel Pacheco,joão.pacheco56,aluno,Aluno
1057,Igor Albuquerque,igor.albuquerque43,aluno,Aluno
1058,Sr. Daniel Andrade,sr..andrade60,aluno,Aluno
1059,Antonella Dias,antonella.dias29,aluno,Aluno
1060,Aylla Casa Grande,aylla.grande5,aluno,Aluno
1061,Maria Isis Martins,maria.martins55,aluno,Aluno
1062,Amanda Sales,amanda.sales46,aluno,Aluno
1063,Pedro Leão,pedro.leão7,aluno,Aluno
1064,Maya da Cunha,maya.cunha7,aluno,Aluno
1065,José Sousa,josé.sousa96,aluno,Aluno
1066,Paulo Farias,paulo.farias69,aluno,Aluno
1067,Rafaela Freitas,rafaela.freitas11,aluno,Aluno
1068,Ester Oliveira,ester.oliveira92,aluno,Aluno
1069,Theo Lopes,theo.lopes86,aluno,Aluno
1070,Melina Pinto,melina.pinto25,aluno,Aluno
1071,Maria Luiza Sá,maria.sá39,aluno,Aluno
1072,Isadora Mendes,isadora.mendes50,aluno,Aluno
1073,Noah Lopes,noah.lopes79,aluno,Aluno
1074,Matteo Cassiano,matteo.cassiano45,aluno,Aluno
1075,Joana Alves,joana.alves75,aluno,Aluno
1076,Henrique Barbosa,henrique.barbosa8,aluno,Aluno
1077,Guilherme Porto,guilherme.porto38,aluno,Aluno
1078,Murilo Moreira,murilo.moreira91,aluno,Aluno
1079,Marcela Teixeira,marcela.teixeira22,aluno,Aluno
1080,Arthur Rezende,arthur.rezende88,aluno,Aluno
1081,Stephany Sá,stephany.sá63,aluno,Aluno
1082,Nathan da Paz,nathan.paz93,aluno,Aluno
1083,Julia Abreu,julia.abreu60,aluno,Aluno
1084,Isaque Correia,isaque.correia74,aluno,Aluno
1085,Otto Fogaça,otto.fogaça29,aluno,Aluno
1086,Dr. Isaac Gonçalves,dr..gonçalves60,aluno,Aluno
1087,Aylla Abreu,aylla.abreu64,aluno,Aluno
1088,Alice Pimenta,alice.pimenta77,aluno,Aluno
1089,Caroline Monteiro,caroline.monteiro42,aluno,Aluno
1090,Benjamim da Paz,benjamim.paz36,aluno,Aluno
1091,Rafaela Moraes,rafaela.moraes54,aluno,Aluno
1092,Juliana Cavalcanti,juliana.cavalcanti81,aluno,Aluno
1093,Evelyn Montenegro,evelyn.montenegro56,aluno,Aluno
1094,Hellena Jesus,hellena.jesus18,aluno,Aluno
1095,Henry Ramos,henry.ramos77,aluno,Aluno
1096,Miguel Macedo,miguel.macedo52,aluno,Aluno
1097,Agatha da Rocha,agatha.rocha46,aluno,Aluno
1098,Luiz Miguel Castro,luiz.castro66,aluno,Aluno
1099,Zoe Novais,zoe.novais59,aluno,Aluno
1100,Sr. Pietro Brito,sr..brito62,aluno,Aluno
1101,Dra. Maria Helena Mendes,dra..mendes41,aluno,Aluno
1102,Sra. Clarice Campos,sra..campos36,aluno,Aluno
1103,Ana Souza,ana.souza41,aluno,Aluno
1104,João Pedro Melo,joão.melo74,aluno,Aluno
1105,Sra. Raquel Machado,sra..machado95,aluno,Aluno
1106,Larissa Novais,larissa.novais49,aluno,Aluno
1107,Amanda das Neves,amanda.neves34,aluno,Aluno
1108,Cecilia Montenegro,cecilia.montenegro7,aluno,Aluno
1109,Eduarda Peixoto,eduarda.peixoto93,aluno,Aluno
1110,Ana Luiza Cavalcante,ana.cavalcante75,aluno,Aluno
1111,Sr. Noah Carvalho,sr..carvalho21,aluno,Aluno
1112,Marcelo Freitas,marcelo.freitas12,aluno,Aluno
1113,Dr. Enzo Gabriel Aparecida,dr..aparecida63,aluno,Aluno
1114,Henrique Sales,henrique.sales19,aluno,Aluno
1115,Rebeca Azevedo,rebeca.azevedo55,aluno,Aluno
1116,Francisco Caldeira,francisco.caldeira61,aluno,Aluno
1117,Luana da Mota,luana.mota2,aluno,Aluno
1118,Bella Marques,bella.marques3,aluno,Aluno
1119,Srta. Lara Pimenta,srta..pimenta51,aluno,Aluno
1120,Sarah Câmara,sarah.câmara72,aluno,Aluno
1121,Brayan Brito,brayan.brito72,aluno,Aluno
1122,Sr. Arthur Moreira,sr..moreira71,aluno,Aluno
1123,Arthur Andrade,arthur.andrade52,aluno,Aluno
1124,Evelyn Rios,evelyn.rios74,aluno,Aluno
1125,Davi Miguel da Costa,davi.costa95,aluno,Aluno
1126,Dr. Cauã Barbosa,dr..barbosa27,aluno,Aluno
1127,Isadora Rezende,isadora.rezende1,aluno,Aluno
1128,Melina Martins,melina.martins7,aluno,Aluno
1129,Sra. Melina da Conceição,sra..conceição40,aluno,Aluno
1130,Matheus Vasconcelos,matheus.vasconcelos2,aluno,Aluno
1131,Ravy Teixeira,ravy.teixeira35,aluno,Aluno
1132,Murilo Gonçalves,murilo.gonçalves35,aluno,Aluno
1133,Enrico Lopes,enrico.lopes19,aluno,Aluno
1134,Ayla Novaes,ayla.novaes8,aluno,Aluno
1135,Dr. Gabriel Silva,dr..silva95,aluno,Aluno
1136,Ana Júlia Aragão,ana.aragão83,aluno,Aluno
1137,Lucas Nunes,lucas.nunes92,aluno,Aluno
1138,Raul da Cruz,raul.cruz11,aluno,Aluno
1139,Dra. Maria Luísa Abreu,dra..abreu40,aluno,Aluno
1140,Josué Cardoso,josué.cardoso35,aluno,Aluno
1141,Ester Pastor,ester.pastor8,aluno,Aluno
1142,Brenda Sales,brenda.sales81,aluno,Aluno
1143,Luigi Viana,luigi.viana95,aluno,Aluno
1144,Dom Costa,dom.costa73,aluno,Aluno
1145,Joaquim Dias,joaquim.dias68,aluno,Aluno
1146,Jade Cunha,jade.cunha96,aluno,Aluno
1147,Caleb Pereira,caleb.pereira4,aluno,Aluno
1148,Lucca Costa,lucca.costa71,aluno,Aluno
1149,Srta. Bianca Teixeira,srta..teixeira39,aluno,Aluno
1150,Mariane Lima,mariane.lima34,aluno,Aluno
1151,Raquel Cardoso,raquel.cardoso45,aluno,Aluno
1152,Clarice Freitas,clarice.freitas55,aluno,Aluno
1153,Erick Carvalho,erick.carvalho99,aluno,Aluno
1154,Srta. Ágatha Barros,srta..barros97,aluno,Aluno
1155,Sr. Luan Abreu,sr..abreu48,aluno,Aluno
1156,Henry Gabriel Silva,henry.silva23,aluno,Aluno
1157,Hellena Abreu,hellena.abreu29,aluno,Aluno
1158,Dr. Ravy Santos,dr..santos83,aluno,Aluno
1159,Nathan Moraes,nathan.moraes12,aluno,Aluno
1160,Dra. Ana Lívia Santos,dra..santos39,aluno,Aluno
1161,Juan Ribeiro,juan.ribeiro10,aluno,Aluno
1162,Bella Porto,bella.porto14,aluno,Aluno
1163,Maria Helena Alves,maria.alves45,aluno,Aluno
1164,Maria Júlia Pacheco,maria.pacheco64,aluno,Aluno
1165,Gael Henrique Siqueira,gael.siqueira68,aluno,Aluno
1166,Antony Oliveira,antony.oliveira84,aluno,Aluno
1167,Gustavo Costela,gustavo.costela54,aluno,Aluno
1168,Ravy Ribeiro,ravy.ribeiro8,aluno,Aluno
1169,Dra. Maria Eduarda Moura,dra..moura20,aluno,Aluno
1170,Pedro Lucas Nascimento,pedro.nascimento6,aluno,Aluno
1171,Sra. Emanuella da Paz,sra..paz42,aluno,Aluno
1172,Dom Pires,dom.pires40,aluno,Aluno
1173,Sr. Theodoro Sousa,sr..sousa72,aluno,Aluno
1174,Emanuella Pinto,emanuella.pinto43,aluno,Aluno
1175,Dr. Heitor da Paz,dr..paz18,aluno,Aluno
1176,Rael Sousa,rael.sousa25,aluno,Aluno
1177,Sr. Fernando Abreu,sr..abreu27,aluno,Aluno
1178,João Miguel da Cunha,joão.cunha92,aluno,Aluno
1179,Gabrielly Sousa,gabrielly.sousa89,aluno,Aluno
1180,Luara Santos,luara.santos30,aluno,Aluno
1181,Srta. Natália Rodrigues,srta..rodrigues44,aluno,Aluno
1182,Oliver da Rocha,oliver.rocha88,aluno,Aluno
1183,Josué Gomes,josué.gomes31,aluno,Aluno
1184,Sr. Marcelo Ribeiro,sr..ribeiro58,aluno,Aluno
1185,Otto Santos,otto.santos69,aluno,Aluno
1186,Igor Mendonça,igor.mendonça28,aluno,Aluno
1187,Aylla Pacheco,aylla.pacheco59,aluno,Aluno
1188,Maria Isis Caldeira,maria.caldeira14,aluno,Aluno
1189,Lorena Barros,lorena.barros42,aluno,Aluno
1190,Cecilia Siqueira,cecilia.siqueira84,aluno,Aluno
1191,Dra. Maria Júlia Cavalcanti,dra..cavalcanti42,aluno,Aluno
1192,Lunna Cavalcante,lunna.cavalcante79,aluno,Aluno
1193,Maria Sophia Macedo,maria.macedo65,aluno,Aluno
1194,Mathias Sampaio,mathias.sampaio12,aluno,Aluno
1195,Henry Mendes,henry.mendes15,aluno,Aluno
1196,Sra. Marina Monteiro,sra..monteiro52,aluno,Aluno
1197,Ísis Andrade,ísis.andrade78,aluno,Aluno
1198,Alana Nascimento,alana.nascimento17,aluno,Aluno
1199,Luara Cassiano,luara.cassiano51,aluno,Aluno
1200,Luan da Luz,luan.luz52,aluno,Aluno
1201,Apollo Barbosa,apollo.barbosa18,aluno,Aluno
1202,Srta. Isadora da Cunha,srta..cunha61,aluno,Aluno
1203,Luna Mendonça,luna.mendonça52,aluno,Aluno
1204,Mateus Aparecida,mateus.aparecida43,aluno,Aluno
1205,Alexandre Ferreira,alexandre.ferreira82,aluno,Aluno
1206,Alexia Ferreira,alexia.ferreira79,aluno,Aluno
1207,Sr. Eduardo Caldeira,sr..caldeira24,aluno,Aluno
1208,Dr. Theo Sá,dr..sá65,aluno,Aluno
1209,Laís Alves,laís.alves86,aluno,Aluno
1210,João Guilherme Monteiro,joão.monteiro11,aluno,Aluno
1211,Mirella Leão,mirella.leão3,aluno,Aluno
1212,Luiz Miguel Ramos,luiz.ramos65,aluno,Aluno
1213,Rael Souza,rael.souza46,aluno,Aluno
1214,Arthur Miguel da Luz,arthur.luz41,aluno,Aluno
1215,Kevin Pinto,kevin.pinto43,aluno,Aluno
1216,Ágatha Martins,ágatha.martins2,aluno,Aluno
1217,Lucas Dias,lucas.dias92,aluno,Aluno
1218,Sr. Pedro Rezende,sr..rezende16,aluno,Aluno
1219,João Felipe Fogaça,joão.fogaça42,aluno,Aluno
1220,Isabela Aragão,isabela.aragão13,aluno,Aluno
1221,Dra. Vitória Monteiro,dra..monteiro33,aluno,Aluno
1222,Emilly Moreira,emilly.moreira83,aluno,Aluno
1223,Isaque Pastor,isaque.pastor60,aluno,Aluno
1224,Sofia Castro,sofia.castro37,aluno,Aluno
1225,Heloisa Rezende,heloisa.rezende52,aluno,Aluno
1226,Thiago Nunes,thiago.nunes92,aluno,Aluno
1227,Emilly Marques,emilly.marques19,aluno,Aluno
1228,Sr. Daniel da Rocha,sr..rocha53,aluno,Aluno
1229,Bruna da Luz,bruna.luz87,aluno,Aluno
1230,Hellena Nunes,hellena.nunes63,aluno,Aluno
1231,Melissa Rios,melissa.rios30,aluno,Aluno
1232,Rhavi Fonseca,rhavi.fonseca89,aluno,Aluno
1233,Dr. Henry Moreira,dr..moreira84,aluno,Aluno
1234,Aurora Sales,aurora.sales75,aluno,Aluno
1235,Isadora Abreu,isadora.abreu60,aluno,Aluno
1236,Rhavi Montenegro,rhavi.montenegro68,aluno,Aluno
1237,Sophia Moraes,sophia.moraes56,aluno,Aluno
1238,Kamilly Oliveira,kamilly.oliveira77,aluno,Aluno
1239,Rodrigo Borges,rodrigo.borges35,aluno,Aluno
1240,Anna Liz Camargo,anna.camargo43,aluno,Aluno
1241,Daniel Costa,daniel.costa22,aluno,Aluno
1242,Dr. Heitor Cardoso,dr..cardoso65,aluno,Aluno
1243,Isabelly Vargas,isabelly.vargas33,aluno,Aluno
1244,Luiz Henrique Câmara,luiz.câmara15,aluno,Aluno
1245,Catarina Monteiro,catarina.monteiro94,aluno,Aluno
1246,Rafael Macedo,rafael.macedo45,aluno,Aluno
1247,Calebe Moura,calebe.moura31,aluno,Aluno
1248,Alana Camargo,alana.camargo86,aluno,Aluno
1249,Maria Eduarda Vieira,maria.vieira32,aluno,Aluno
1250,Marcelo Cassiano,marcelo.cassiano82,aluno,Aluno
1251,Maria Melo,maria.melo55,aluno,Aluno
1252,Dra. Maria Isis Mendonça,dra..mendonça12,aluno,Aluno
1253,Cecilia Siqueira,cecilia.siqueira56,aluno,Aluno
1254,João Fogaça,joão.fogaça44,aluno,Aluno
1255,Levi Nunes,levi.nunes34,aluno,Aluno
1256,Sr. Benicio Rios,sr..rios13,aluno,Aluno
1257,Lorenzo Cardoso,lorenzo.cardoso84,aluno,Aluno
1258,Alexandre Marques,alexandre.marques97,aluno,Aluno
1259,Gael da Mota,gael.mota84,aluno,Aluno
1260,Manuella Pereira,manuella.pereira79,aluno,Aluno
1261,Sabrina Viana,sabrina.viana88,aluno,Aluno
1262,Maysa Correia,maysa.correia56,aluno,Aluno
1263,Dr. Luiz Henrique Ramos,dr..ramos44,aluno,Aluno
1264,Augusto Camargo,augusto.camargo11,aluno,Aluno
1265,Carlos Eduardo da Costa,carlos.costa36,aluno,Aluno
1266,Guilherme Aragão,guilherme.aragão50,aluno,Aluno
1267,Marina Monteiro,marina.monteiro66,aluno,Aluno
1268,Arthur Miguel Cassiano,arthur.cassiano75,aluno,Aluno
1269,Marcos Vinicius da Costa,marcos.costa66,aluno,Aluno
1270,João Felipe Gomes,joão.gomes90,aluno,Aluno
1271,Gabriel Nogueira,gabriel.nogueira96,aluno,Aluno
1272,Emanuella Fonseca,emanuella.fonseca1,aluno,Aluno
1273,Srta. Ana Júlia Nascimento,srta..nascimento50,aluno,Aluno
1274,José Pedro da Cunha,josé.cunha41,aluno,Aluno
1275,Aurora Duarte,aurora.duarte66,aluno,Aluno
1276,Srta. Lorena Santos,srta..santos76,aluno,Aluno
1277,Isaque Vargas,isaque.vargas41,aluno,Aluno
1278,Cecília Pinto,cecília.pinto87,aluno,Aluno
1279,Manuela Moraes,manuela.moraes32,aluno,Aluno
1280,Maysa da Paz,maysa.paz6,aluno,Aluno
1281,Breno Martins,breno.martins39,aluno,Aluno
1282,Maitê Leão,maitê.leão62,aluno,Aluno
1283,Isabella das Neves,isabella.neves17,aluno,Aluno
1284,Aylla Alves,aylla.alves24,aluno,Aluno
1285,Miguel Ramos,miguel.ramos14,aluno,Aluno
1286,Sra. Heloisa Marques,sra..marques40,aluno,Aluno
1287,Sr. Paulo Pires,sr..pires33,aluno,Aluno
1288,Thiago Novais,thiago.novais71,aluno,Aluno
1289,Vinícius Oliveira,vinícius.oliveira60,aluno,Aluno
1290,Yago Novais,yago.novais46,aluno,Aluno
1291,Mariana Cassiano,mariana.cassiano36,aluno,Aluno
1292,Antônio Lima,antônio.lima63,aluno,Aluno
1293,Sofia Cassiano,sofia.cassiano39,aluno,Aluno
1294,Theo Pinto,theo.pinto94,aluno,Aluno
1295,Thomas Marques,thomas.marques43,aluno,Aluno
1296,Amanda da Rocha,amanda.rocha70,aluno,Aluno
1297,Ana Carolina Santos,ana.santos66,aluno,Aluno
1298,Benjamim Novaes,benjamim.novaes29,aluno,Aluno
1299,Henry Gabriel Costa,henry.costa66,aluno,Aluno
1300,Srta. Cecilia Azevedo,srta..azevedo44,aluno,Aluno
1301,Maria Cecília Mendonça,maria.mendonça57,aluno,Aluno
1302,Vinícius Lima,vinícius.lima35,aluno,Aluno
1303,Caroline Viana,caroline.viana67,aluno,Aluno
1304,Vitor da Costa,vitor.costa88,aluno,Aluno
1305,Srta. Maria Costa,srta..costa58,aluno,Aluno
1306,Sophie Rocha,sophie.rocha39,aluno,Aluno
1307,Dra. Jade Fonseca,dra..fonseca92,aluno,Aluno
1308,Aurora Souza,aurora.souza84,aluno,Aluno
1309,Isaque Costa,isaque.costa2,aluno,Aluno
1310,Marina Duarte,marina.duarte62,aluno,Aluno
1311,Fernanda da Luz,fernanda.luz4,aluno,Aluno
1312,André da Cunha,andré.cunha10,aluno,Aluno
1313,Maria Isis Ferreira,maria.ferreira97,aluno,Aluno
1314,Isaque Nunes,isaque.nunes63,aluno,Aluno
1315,Thomas Guerra,thomas.guerra86,aluno,Aluno
1316,Ana Clara Pimenta,ana.pimenta1,aluno,Aluno
1317,Yuri Gomes,yuri.gomes57,aluno,Aluno
1318,Dra. Lorena Leão,dra..leão36,aluno,Aluno
1319,Dra. Hellena Araújo,dra..araújo39,aluno,Aluno
1320,Apollo Cassiano,apollo.cassiano67,aluno,Aluno
1321,Julia Macedo,julia.macedo22,aluno,Aluno
1322,Arthur da Paz,arthur.paz49,aluno,Aluno
1323,Mariah Moura,mariah.moura77,aluno,Aluno
1324,Rafaela Ferreira,rafaela.ferreira97,aluno,Aluno
1325,Dr. Theodoro Cavalcante,dr..cavalcante25,aluno,Aluno
1326,Cecília Brito,cecília.brito23,aluno,Aluno
1327,Hadassa Porto,hadassa.porto40,aluno,Aluno
1328,Marcelo Mendes,marcelo.mendes75,aluno,Aluno
1329,Kaique Rodrigues,kaique.rodrigues69,aluno,Aluno
1330,Maria Siqueira,maria.siqueira80,aluno,Aluno
1331,Rael da Luz,rael.luz60,aluno,Aluno
1332,Marcos Vinicius Moreira,marcos.moreira68,aluno,Aluno
1333,Oliver Cardoso,oliver.cardoso40,aluno,Aluno
1334,Sr. Vinícius Monteiro,sr..monteiro38,aluno,Aluno
1335,Raul Albuquerque,raul.albuquerque48,aluno,Aluno
1336,Henry Gabriel Costela,henry.costela52,aluno,Aluno
1337,Fernanda Correia,fernanda.correia63,aluno,Aluno
1338,Ana Clara Almeida,ana.almeida96,aluno,Aluno
1339,Sr. Luiz Fernando Teixeira,sr..teixeira6,aluno,Aluno
1340,Raul Fernandes,raul.fernandes3,aluno,Aluno
1341,Clarice Pereira,clarice.pereira20,aluno,Aluno
1342,Maria Isis Fonseca,maria.fonseca8,aluno,Aluno
1343,Daniel Sá,daniel.sá61,aluno,Aluno
1344,Bryan Casa Grande,bryan.grande77,aluno,Aluno
1345,João Felipe Nogueira,joão.nogueira90,aluno,Aluno
1346,Heitor Costela,heitor.costela26,aluno,Aluno
1347,Ana Sophia Barros,ana.barros9,aluno,Aluno
1348,Benjamin Viana,benjamin.viana43,aluno,Aluno
1349,Caio Cavalcanti,caio.cavalcanti36,aluno,Aluno
1350,Bruna Casa Grande,bruna.grande32,aluno,Aluno
1351,Samuel Nascimento,samuel.nascimento94,aluno,Aluno
1352,Dr. José Silva,dr..silva67,aluno,Aluno
1353,Calebe da Paz,calebe.paz73,aluno,Aluno
1354,Heitor Leão,heitor.leão53,aluno,Aluno
1355,Sr. João Guilherme Costela,sr..costela95,aluno,Aluno
1356,Isabela Gomes,isabela.gomes80,aluno,Aluno
1357,Dr. Henry Cirino,dr..cirino15,aluno,Aluno
1358,Sr. João Lucas Peixoto,sr..peixoto19,aluno,Aluno
1359,Ana Clara Pires,ana.pires20,aluno,Aluno
1360,Danilo Novaes,danilo.novaes6,aluno,Aluno
1361,Dr. Paulo Mendonça,dr..mendonça96,aluno,Aluno
1362,Emanuel Nascimento,emanuel.nascimento73,aluno,Aluno
1363,Srta. Maria Laura Barros,srta..barros35,aluno,Aluno
1364,Kamilly Sá,kamilly.sá59,aluno,Aluno
1365,Carlos Eduardo Nunes,carlos.nunes36,aluno,Aluno
1366,Henry Pinto,henry.pinto89,aluno,Aluno
1367,José da Rocha,josé.rocha89,aluno,Aluno
1368,Milena Mendes,milena.mendes93,aluno,Aluno
1369,Mateus Duarte,mateus.duarte38,aluno,Aluno
1370,Luana Moraes,luana.moraes41,aluno,Aluno
1371,Vinicius Campos,vinicius.campos72,aluno,Aluno
1372,Sra. Gabrielly Silva,sra..silva41,aluno,Aluno
1373,Gustavo Henrique Abreu,gustavo.abreu63,aluno,Aluno
1374,Guilherme Cassiano,guilherme.cassiano88,aluno,Aluno
1375,Vinicius Cassiano,vinicius.cassiano2,aluno,Aluno
1376,Joaquim da Cunha,joaquim.cunha36,aluno,Aluno
1377,Sr. Gael Henrique Macedo,sr..macedo79,aluno,Aluno
1378,Yuri Almeida,yuri.almeida38,aluno,Aluno
1379,Theo Cavalcante,theo.cavalcante16,aluno,Aluno
1380,João Felipe Borges,joão.borges36,aluno,Aluno
1381,Maria Cecília Costela,maria.costela28,aluno,Aluno
1382,Benjamin Freitas,benjamin.freitas74,aluno,Aluno
1383,Stella Melo,stella.melo34,aluno,Aluno
1384,Sarah Carvalho,sarah.carvalho76,aluno,Aluno
1385,Leonardo Porto,leonardo.porto39,aluno,Aluno
1386,Matheus Montenegro,matheus.montenegro69,aluno,Aluno
1387,Brayan Novais,brayan.novais16,aluno,Aluno
1388,Brenda Pastor,brenda.pastor34,aluno,Aluno
1389,Calebe Rocha,calebe.rocha42,aluno,Aluno
1390,Davi Luiz Cavalcanti,davi.cavalcanti13,aluno,Aluno
1391,Ana Vitória Abreu,ana.abreu19,aluno,Aluno
1392,Daniel Borges,daniel.borges57,aluno,Aluno
1393,Luiz Miguel Peixoto,luiz.peixoto68,aluno,Aluno
1394,Vitor Carvalho,vitor.carvalho49,aluno,Aluno
1395,Benicio das Neves,benicio.neves9,aluno,Aluno
1396,Vitor Barros,vitor.barros59,aluno,Aluno
1397,Maria Helena Lopes,maria.lopes42,aluno,Aluno
1398,Sr. Mathias Jesus,sr..jesus31,aluno,Aluno
1399,Marcela Peixoto,marcela.peixoto71,aluno,Aluno
1400,Dr. Brayan Camargo,dr..camargo1,aluno,Aluno
1401,Marcela Câmara,marcela.câmara1,aluno,Aluno
1402,Ayla da Cunha,ayla.cunha34,aluno,Aluno
1403,Julia Vasconcelos,julia.vasconcelos29,aluno,Aluno
1404,Ana Julia da Mata,ana.mata75,aluno,Aluno
1405,Catarina Pinto,catarina.pinto79,aluno,Aluno
1406,Maitê Moreira,maitê.moreira7,aluno,Aluno
1407,Heloísa Macedo,heloísa.macedo42,aluno,Aluno
1408,Natália Gomes,natália.gomes47,aluno,Aluno
1409,Isis Sá,isis.sá62,aluno,Aluno
